Parent,Reference,SiO2 ,Al2O3 ,MgO ,CaO ,Na2O ,K2O ,TiO2 ,P2O5 ,MnO ,FeO *,K2O+Na2O,Cr2O3 
15537,335,44.6,7.28,13,9.09,0.2,0.03,2.18,0.05,0.31,22.31,0.23,0.7
15537,335,44.5,7.17,12.96,8.77,0.21,0.03,2.31,0.06,0.32,23.07,0.24,0.72
15538,335,44.8,8.9,11.5,9.65,0.26,0.02,1.82,0.06,0.3,21.67,0.28,0.58
15538,335,45.5,8.78,11.01,10.16,0.25,0.02,2,0.03,0.3,21.44,0.27,0.58
15546,335,45.3,9.54,10.96,10.05,0.29,0.02,1.9,0.05,0.29,20.72,0.31,0.64
15546,335,45.1,8.03,11.85,9.78,0.25,0.02,2.07,0.03,0.27,21.44,0.27,0.67
15546,335,45.2,8.15,10.75,9.83,0.23,0.03,2.41,0.04,0.3,22.54,0.26,0.58
15547,335,42.5,5.48,10.68,8.52,0.2,0.05,3.21,0.11,0.34,28.21,0.25,0.62
15547,335,45.2,9.38,11.78,9.79,0.28,0.02,1.73,0.03,0.31,20.68,0.3,0.63
15547,335,44.3,8.03,11.46,9.4,0.21,0.03,2.22,0.06,0.28,22.65,0.24,0.64
15548,335,45,8.65,9.72,10.29,0.27,0.03,2.39,0.07,0.3,22.13,0.3,0.6
15548,335,44.6,8.13,9.84,9.95,0.25,0.04,2.63,0.06,0.28,22.96,0.29,0.55
15598,335,44.7,7.92,10.35,9.66,0.24,0.03,2.48,0.04,0.32,23.42,0.27,0.66
15598,335,45.3,8.19,9.39,10.21,0.25,0.03,2.65,0.06,0.31,22.74,0.28,0.49
15598,335,45.1,8.47,9.82,10.16,0.23,0.03,2.45,0.05,0.28,22.56,0.26,0.54
15605,335,44.9,8.55,10.22,10.05,0.25,0.04,2.27,0.05,0.3,22.23,0.29,0.64
15605,335,45.1,7.73,10.7,9.8,0.22,0.03,2.27,0.06,0.33,22.77,0.25,0.6
15636,335,45.3,6.73,11.08,9.45,0.17,0.03,2.26,0.04,0.32,23.99,0.2,0.59
15636,335,42.3,5.01,10.36,8.54,0.16,0.05,3.6,0.1,0.34,28.77,0.21,0.59
15636,335,44.8,9.14,11.6,9.63,0.23,0.03,1.93,0.03,0.27,21.22,0.26,0.61
15434,337,56.9,6.4,4.7,8.3,0.56,2.17,1.13,1.33,0.28,17.8,2.73,0.17
15434,337,56,9.8,5.5,10.5,0.66,0.72,1.11,0.29,0.27,14.7,1.38,0.27
15434,337,56.2,9.8,5,10.1,0.71,0.53,0.93,0.25,0.27,14.2,1.24,
15434,337,51.6,16.4,9.2,9.8,0.8,0.55,1.92,0.47,0.14,10,1.35,0.31
15474,401,44.58,9.54,9.26,10.57,0.34,0.05,2.5,,0.27,22.16,0.39,0.85
15474,401,45.53,9.98,8.87,10.65,0.37,0.05,2.45,,0.26,21.55,0.42,0.4
15474,401,46.4,8.47,9.52,9.55,0.01,0.04,2.46,,0.31,22.1,0.05,0.59
64815,259,,17.6,11.6,11.9,0.47,,1.66,,,9.5,0.47,
62235,259,,18.5,10,11.5,0.46,,1.18,,,9.4,0.46,
60315,259,,17.7,13.3,10.1,0.55,,1.26,,,10.3,0.55,
65015,259,,23.2,9.5,12,0.59,,1.1,,,8.71,0.59,
61156,259,,22.9,9.3,13.3,0.38,,0.645,,,8,0.38,
62295,259,,20.3,14.3,10.6,0.46,,0.685,,,5.84,0.46,
61016,259,,24,11.5,13.7,0.29,,0.88,,,5.4,0.29,
63545,259,,22.04,12.3,13.3,0.38,,0.959,,,6.32,0.38,
64567,259,,21.04,11.5,13.1,0.42,,0.706,,,7.22,0.42,
60315,259,46.84,17.24,13.81,10.5,0.51,0.39,1.39,0.48,0.12,8.86,0.9,
62235,259,47.05,18.88,10.16,11.6,0.42,0.33,1.18,0.39,0.13,9.45,0.75,
65015,259,47.18,19.98,10.34,12.03,0.44,0.32,1.04,0.4,0.12,7.91,0.76,
64815,259,45.86,17.33,11.83,12.05,0.47,0.26,1.7,0.29,0.12,9.5,0.73,
62295,259,44.73,20.28,15.06,11.78,0.43,0.08,0.68,0.13,0.1,6.29,0.51,
64567,259,45.69,21.62,11.5,12.52,0.42,0.17,0.72,0.19,0.07,7.08,0.59,
63545,259,43.36,22.4,12.31,12.8,0.38,0.12,0.96,0.17,0.07,7.21,0.5,
60315,260,,16.51,11.08,10,0.62,0.373,1.13,,0.11,9.83,0.993496705,0.19
65703,397/398,,,,12.1,0.218,,0.6,,,21.4,0.218,
62243,397/398,,11.9,10.1,11.8,0.188,,0.8,,,18.66,0.188,
60053,397/398,,15.4,3.4,14.3,0.342,,2,,,17.92,0.342,
60503,397/398,,9.9,10.5,10.7,0.296,,8.7,,,18.59,0.296,
70017,202,38.07,8.79,9.81,10.3,0.4,0.04,13.1,0.05,0.27,18.07,0.44,
70215,202,37.19,8.67,8.52,10.43,0.32,0.04,13.14,0.09,0.28,19.62,0.36,
71067,203,,8.9,,,0.421,0.069,12.7,,0.254,19.5,0.49,0.408
74249,203,,9.1,,,0.439,0.074,12.7,,0.262,19.9,0.513,0.395
71156,203,,8.7,,,0.395,0.068,12.3,,0.242,18.5,0.463,0.435
74248,203,,8.9,,,0.42,0.067,12.3,,0.261,18.9,0.487,0.417
70075,203,,9.3,,,0.417,0.067,12.1,,0.253,19.4,0.484,0.409
71066,203,,8.9,,,0.406,0.041,14.2,,0.259,20.5,0.447,0.486
71065,203,,8.9,,,0.389,0.041,12.5,,0.256,19.8,0.43,0.377
79516,203,,8.4,,,0.384,0.045,12.3,,0.245,19.9,0.429,0.399
71069,203,,8.6,,,0.312,0.032,12.2,,0.246,19.1,0.344,0.474
78585,203,,9.1,,,0.396,0.041,12.2,,0.245,19.6,0.437,0.361
71046,203,,8.9,,,0.32,0.04,11.6,,0.256,19.1,0.36,0.407
71086,203,,10,,,0.381,0.05,11.6,,0.268,19.3,0.431,0.312
71037,203,,8.9,,,0.425,0.046,11.2,,0.246,19.4,0.471,0.31
71506,203,,10,,,0.376,0.052,10.7,,0.266,19.5,0.428,0.353
71505,203,,9.6,,,0.367,0.048,10.5,,0.252,19.2,0.415,0.306
71155,203,,9.2,,,0.353,0.048,10.1,,0.246,19.1,0.401,0.488
74247,203,,8.6,,,0.381,0.083,12.3,,0.238,19.4,0.464,0.643
71085,203,,7.7,,,0.333,0.032,14.2,,0.246,18.1,0.365,0.576
71068,203,,8.3,,,0.368,0.038,13.6,,0.244,18.9,0.406,0.53
70315,203,,9.3,,,0.387,0.039,13.1,,0.24,17.9,0.426,0.547
75085,203,,8.7,,,0.416,0.064,13.1,,0.249,18.8,0.48,0.471
71045,203,,8.6,,,0.39,0.044,12.7,,0.232,18.6,0.434,0.515
78509,203,,9.2,,,0.414,0.04,12.3,,0.252,19,0.454,0.388
78577,203,,8.8,,,0.416,0.051,12.1,,0.244,18.9,0.467,0.424
70137,203,,9.2,,,0.421,0.048,12,,0.226,18,0.469,0.534
78507,203,,8.8,,,0.407,0.037,11.9,,0.222,18,0.444,0.536
70136,203,,11.1,,,0.486,0.045,11.3,,0.218,17.2,0.531,0.492
79515,203,,9.1,,,0.385,0.048,10.2,,0.275,18.7,0.433,0.439
70138,207,,8.5,,,0.39,0.05,12.5,,0.237,17.9,0.44,
70145,207,,7.8,,,0.36,0.08,13.5,,0.256,19,0.44,
70146,207,,7.6,,,0.36,0.05,13.1,,0.255,19.6,0.41,
70147,207,,8.4,,,0.39,0.06,13,,0.231,17.9,0.45,
70165,207,,8.4,,,0.38,0.06,12.7,,0.247,17.9,0.44,
71048,207,,8.7,,,0.39,0.07,12.9,,0.253,18.3,0.46,
71049,207,,8.2,,,0.39,0.07,12.5,,0.249,17.8,0.46,
71087,207,,8.1,,,0.39,0.08,12.9,,0.25,18.8,0.47,
71088,207,,8.6,,,0.39,0.06,12.5,,0.26,18.5,0.45,
71095,207,,9.8,,,0.51,0.12,7.7,,0.257,18.9,0.63,
71096,207,,7.9,,,0.36,0.06,13,,0.258,19.9,0.42,
74286,207,,8.7,,,0.38,0.06,12.2,,0.254,18.9,0.44,
75065,207,,8.3,,,0.38,0.06,12.7,,0.247,18.8,0.44,
75086,207,,8,,,0.36,0.09,12.5,,0.245,19.5,0.45,
75087,207,,7.4,,,0.34,0.05,13.4,,0.254,19.2,0.39,
79265,207,,8.8,,,0.42,0.06,11.8,,0.253,19.2,0.48,
70139,207,,8.3,,,0.36,0.04,13.1,,0.232,17.6,0.4,
70148,207,,8.1,,,0.36,0.05,12.5,,0.237,18.2,0.41,
70155,207,,10.2,,,0.44,0.03,12.4,,0.232,17.2,0.47,
70156,207,,9.5,,,0.39,0.05,13.4,,0.239,18,0.44,
70157,207,,9.8,,,0.44,0.06,13.4,,0.237,17.1,0.5,
71047,207,,8.5,,,0.39,0.04,12.9,,0.238,17.8,0.43,
71089,207,,9.2,,,0.43,0.06,11.3,,0.245,17.6,0.49,
71097,207,,8.9,,,0.42,0.06,12,,0.259,19.6,0.48,
71157,207,,8.5,,,0.36,0.03,12.6,,0.259,19.5,0.39,
70017,208,,9.47,,,0.4,0.045,13.73,,0.25,18.26,0.448985,0.52
70215,208,,9.11,,,0.43,0.048,13.23,,0.27,19.03,0.47956,0.37
71055,208,,9.32,,,0.42,0.043,14.36,,0.26,19.03,0.46126,0.41
74275,208,,8.64,,,0.34,0.07,13.09,,0.25,18,0.40689,0.6
75035,208,,9.68,,,0.4,0.069,9.19,,0.25,18.39,0.473085,0.23
79001,209,40.6,9.3,,,0.22,0.04,9.9,0.02,0.26,18.1,0.26,0.69
79001,209,,,,,0.305,,,,,18.1,0.305,0.7
71507,210,,8.6,,,0.39,0.061,13.2,,0.253,20.6,0.451,0.435
71508,210,,8.8,,,0.4,0.077,12.1,,0.235,19.8,0.477,0.398
71525,210,,8.8,,,0.39,0.053,12.9,,0.246,20.8,0.443,0.392
71527,210,,9.1,,,0.42,0.066,12.8,,0.255,19.3,0.486,0.408
71528,210,,9.2,,,0.43,0.062,10.9,,0.248,19.2,0.492,0.33
71529,210,,8.7,,,0.42,0.081,11.9,,0.242,19.8,0.501,0.4
71535,210,,8.6,,,0.42,0.054,11.7,,0.417,19.7,0.474,0.35
71537,210,,9.7,,,0.37,0.05,10.9,,0.257,19.3,0.42,0.341
71538,210,,8.4,,,0.4,0.064,12.8,,0.251,19.7,0.464,0.43
71545,210,,8.9,,,0.41,0.055,13,,0.26,20.6,0.465,0.35
71547,210,,9.4,,,0.36,0.069,10.9,,0.256,19.7,0.429,0.44
71548,210,,8.7,,,0.41,0.057,12.4,,0.238,19.6,0.467,0.455
71549,210,,8.3,,,0.4,0.061,12.2,,0.239,20.2,0.461,0.473
71555,210,,8.9,,,0.42,0.066,13,,0.243,19.6,0.486,0.44
71556,210,,10,,,0.45,0.056,11.7,,0.236,19.9,0.506,0.355
71575,210,,9,,,0.4,0.068,12.4,,0.221,20.4,0.468,0.439
71576,210,,8.9,,,0.39,0.053,11.8,,0.242,20,0.443,0.335
71579,210,,8.9,,,0.4,0.053,12.1,,0.245,20.6,0.453,0.358
71586,210,,9.2,,,0.33,0.044,10.5,,0.248,19.7,0.374,0.486
71589,210,,9.2,,,0.34,0.05,10.7,,0.247,20,0.39,0.428
71595,210,,9.3,,,0.39,0.044,10.4,,0.247,19.6,0.434,0.416
78579,210,,8.5,,,0.37,0.064,12,,0.241,19.8,0.434,0.447
78588,210,,8.9,,,0.38,0.069,13,,0.25,20.3,0.449,0.469
78589,210,,9.2,,,0.4,0.047,12.6,,0.25,20.4,0.447,0.324
78596,210,,8.4,,,0.37,0.065,11.5,,0.24,19.5,0.435,0.424
71526,210,,9.9,,,0.46,0.055,9.8,,0.263,19.4,0.515,0.328
71536,210,,11.7,,,0.5,0.071,7.8,,0.223,16.1,0.571,0.338
71539,210,,9.8,,,0.47,0.081,8.6,,0.258,19.1,0.551,0.186
71568,210,,10.1,,,0.46,0.058,9.8,,0.249,19.4,0.518,0.247
71597,210,,7.9,,,0.29,0.027,8.4,,0.237,19.8,0.317,0.47
77516,211,,7.8,,,0.33,0.04,13.7,,0.245,20.2,0.37,0.48
71558,211,,9.1,,,0.37,0.044,13.6,,0.257,20.2,0.414,0.43
78576,211,,8.2,,,0.35,0.042,13.6,,0.228,19.1,0.392,0.605
71557,211,,9.3,,,0.41,0.057,13,,0.235,19.1,0.467,0.508
71587,211,,8.7,,,0.39,0.05,12.7,,0.24,19.2,0.44,0.405
78586,211,,8.7,,,0.41,0.055,12.5,,0.246,19.4,0.465,0.37
73219,211,,10,,,0.33,0.04,12.4,,0.244,19.3,0.37,0.36
78587,211,,8.8,,,0.37,0.046,12.21,,0.235,19.4,0.416,0.375
71588,211,,8.4,,,0.35,0.04,12,,0.244,19.9,0.39,0.419
78575,211,,9,,,0.36,0.04,11.8,,0.216,17,0.4,0.46
78597,211,,9,,,0.42,0.06,11.8,,0.24,18,0.48,0.348
71566,211,,9.4,,,0.44,0.046,11.5,,0.232,18.4,0.486,0.39
71585,211,,9.4,,,0.33,0.045,11.1,,0.243,20.2,0.375,0.478
71596,211,,9.2,,,0.38,0.044,11,,0.246,18.8,0.424,0.4
77536,211,,8,,,0.33,0.07,14.5,,0.233,18.8,0.4,0.56
71569,211,,8.5,,,0.37,0.065,13.2,,0.22,17.9,0.435,0.42
78599,211,,9.2,,,0.41,0.076,13,,0.234,20.2,0.486,0.5
71577,211,,8.8,,,0.44,0.07,12.8,,0.256,20.5,0.51,0.46
78569,211,,8.7,,,0.4,0.075,12.3,,0.239,19.3,0.475,0.4
71546,211,,9.2,,,0.38,0.072,12.1,,0.235,17.7,0.452,0.405
77535,211,,8.6,,,0.36,0.066,12.1,,0.239,19.5,0.426,0.485
71578,211,,8.4,,,0.42,0.07,11.7,,0.24,18.6,0.49,0.42
71567,211,,9.3,,,0.4,0.065,11.4,,0.23,18,0.465,0.38
78578,211,,9,,,0.4,0.07,11.2,,0.23,18.6,0.47,0.42
71565,211,,10.1,,,0.43,0.071,10.8,,0.225,17.6,0.501,0.357
78598,211,,10,,,0.44,0.075,8.9,,0.246,18.5,0.515,0.2
71559,211,,10.3,,,0.48,0.068,8.3,,0.226,17.8,0.548,0.228
70017,212,38.37,8.78,,,0.43,0.047,12.83,0.052,0.247,18.71,0.477,0.577
70215,212,37.91,8.86,,,0.38,0.041,13.08,0.114,0.264,19.96,0.421,0.431
74275,212,38.43,8.51,,,0.37,0.075,12.66,0.074,0.247,18.25,0.445,0.639
70006,214,,11.6,,,0.15,0.014,0.7,,0.243,15.5,0.164,0.93
70007,214,,10.3,,,0.147,0.013,0.4,,0.257,17,0.16,0.645
70007,214,,10.4,,,0.21,0.011,1.1,,0.267,19.2,0.221,0.938
70009,215,48.4,12.7,,,0.16,0.03,0.73,,0.34,18,0.19,0.27
70008,216,48.7,11.4,,,0.15,0.04,0.5,,0.26,19,0.19,0.6
70008,216,48.1,11.2,,,0.15,0.01,0.36,,0.26,18.2,0.16,0.6
70007,216,47.3,10.6,,,0.08,0.01,0.7,,0.27,18.1,0.09,0.71
70007,216,48.8,10,,,0.06,0.02,0.69,,0.3,17.9,0.08,0.69
70008,216,46.6,10.4,,,0.07,0.01,0.62,,0.27,18.8,0.08,0.76
70008,216,47,10.4,,,0.09,0.02,0.67,,0.3,18.9,0.11,0.87
70007,216,45.97,9.97,,,0.19,0.01,0.7,,,18.66,0.2,0.48
72275,217,48.1,14.5,,,0.5,0.59,1.12,0.42,0.25,14.4,1.09,0.32
72275,217,49.6,15.7,,,0.6,0.35,1.18,0.58,0.18,11.3,0.95,0.33
72275,217,49.4,18.1,,,0.56,0.32,0.92,0.53,0.17,8.5,0.88,0.36
72275,217,48.3,16.2,,,0.45,0.38,0.65,0.26,0.16,11.7,0.83,0.31
72275,217,50.1,14.1,,,0.38,0.37,0.83,0.29,0.21,11.5,0.75,0.36
72275,217,48,13.5,,,0.29,0.25,1.4,,0.156,15,0.54,0.46
72275,218,51.3,14.5,,,0.51,,1.54,,,13.9,0.51,
72275,218,50.7,13.7,,,0.401,,1.03,,,14,0.401,
72275,218,50.1,15.9,,,0.474,,1.2,,,12.5,0.474,
72275,218,51,13.6,,,0.409,,1.29,,,13.8,0.409,
72275,218,48.6,13.3,,,0.473,,1.48,,,15.5,0.473,
72275,218,50.1,12.5,,,0.442,,1.01,,,16.1,0.442,
72275,218,48.3,12.5,,,0.415,,1.2,,,16.5,0.415,
72275,218,47.9,13.4,,,0.438,,1.22,,,17,0.438,
72275,218,49.6,13.1,,,0.408,,1.25,,,15.9,0.408,
70135,219,,7,,,0.4,0.11,13.8,,0.27,21.8,0.51,0.506
72155,219,,8,,,0.4,0.072,12.1,,0.234,18.6,0.472,0.44
75035,219,,9,,,0.42,0.074,9,,0.236,18.8,0.494,0.221
71175,101,37.93,8.47,,,0.38,0.04,13.08,0.04,0.28,19.37,0.42,0.54
76136,101,38.6,8.65,,,0.38,0.06,12.64,0.06,0.28,19.12,0.44,0.44
78599,101,38.44,8.67,,,0.38,0.06,12.52,0.04,0.28,19.14,0.44,0.43
71546,101,39.14,8.91,,,0.4,0.05,12.33,0.05,0.28,19.11,0.45,0.41
71577,101,39.18,8.92,,,0.39,0.06,12.04,0.05,0.28,18.9,0.45,0.41
70255,101,40.11,9.02,,,0.39,0.05,11.41,0.04,0.29,18.73,0.44,0.34
71569,101,39.97,9.08,,,0.41,0.06,11.57,0.06,0.28,18.85,0.47,0.36
75015,101,41.92,10.06,,,0.48,0.06,9.56,0.05,0.29,18.77,0.54,0.17
71035,101,38.25,8.77,,,0.38,0.03,13.06,0.1,0.29,19.74,0.41,0.39
78597,101,38.54,8.85,,,0.39,0.04,12.39,0.11,0.29,19.67,0.43,0.32
71136,101,40.3,10.21,,,0.37,0.03,11.12,0.06,0.28,18.44,0.4,0.28
74275,101,38.43,8.72,,,0.35,0.07,12.7,0.06,0.26,18.14,0.42,0.65
74245,101,38.59,8.72,,,0.36,0.06,11.92,0.04,0.27,18.06,0.42,0.54
78506,101,38.55,8.99,,,0.39,0.05,12.93,0.02,0.27,19.36,0.44,0.51
77535,101,38.57,8.95,,,0.39,0.05,12.39,0.04,0.27,18.53,0.44,0.43
70185,101,40.18,9.04,,,0.39,0.04,11.52,0.02,0.26,17.64,0.43,0.4
78135,101,37.98,8.38,,,0.36,0.05,12.89,0.04,0.27,19.05,0.41,0.45
71567,101,38.06,8.59,,,0.38,0.03,12.98,0.02,0.28,19.4,0.41,0.43
71566,101,39.27,9.22,,,0.4,0.03,12.01,0.03,0.27,18.732,0.43,0.38
72155,101,38.67,8.64,,,0.4,0.07,12.32,0.05,0.28,18.77,0.47,0.43
74235,101,38.62,8.61,,,0.4,0.07,12.17,0.05,0.28,19.31,0.47,0.51
75055,101,39.93,9.58,,,0.42,0.06,11.41,0.06,0.27,17.77,0.48,0.31
75055,101,41.27,9.75,,,0.44,0.09,10.17,0.07,0.29,18.24,0.53,0.29
70215,101,37.19,8.67,,,0.32,0.04,13.14,0.09,0.28,19.62,0.36,0.28
70215,101,38.46,9.01,,,0.42,0.05,12.48,0.1,0.29,19.4,0.47,0.39
76537,101,38.25,8.69,,,0.4,0.05,13.05,0.11,0.29,19.6,0.45,0.37
76539,101,38.21,8.8,,,0.39,0.06,12.65,0.1,0.29,19.42,0.45,0.34
71135,101,39.71,10.1,,,0.38,0.05,10.74,0.06,0.28,18.57,0.43,0.31
70275,101,39.37,10.23,,,0.38,0.06,11.9,0.08,0.28,18.61,0.44,0.26
74255,101,37.96,8.55,,,0.36,0.08,12.17,0.05,0.27,18.11,0.44,0.58
70017,101,38.07,8.79,,,0.4,0.04,13.1,0.05,0.27,18.07,0.44,
70035,101,37.84,8.85,,,0.35,0.06,12.97,0.05,0.28,18.46,0.41,0.61
75075,101,37.64,8.2,,,0.4,0.05,13.45,0.05,0.28,18.78,0.45,0.57
79155,101,37.5,8.58,,,0.38,0.06,12.99,0.05,0.28,19.04,0.44,0.46
70135,101,37.85,7.34,,,0.34,0.09,13.34,0.07,0.29,19.68,0.43,0.55
70135,220,38.6,8.88,,,0.36,0.06,13.33,0.04,0.29,18.97,0.42,0.49
74235,220,39.42,9.21,,,0.37,0.08,12.39,0.05,0.27,18.55,0.45,0.47
74255,220,38.4,8.84,,,0.37,0.1,12.76,0.06,0.28,17.98,0.47,0.6
74275,220,38.44,8.93,,,0.33,0.09,12.75,0.06,0.27,18.03,0.42,0.65
75035,220,42.61,10.05,,,0.39,0.08,9.59,0.06,0.27,18.08,0.47,0.26
79155,220,39.13,9.4,,,0.36,0.08,12.56,0.04,0.27,18.19,0.44,0.5
70017,221,38.07,8.79,,,0.4,0.04,13.1,0.05,0.27,18.07,0.44,0.29
70215,221,38.46,9.01,,,0.42,0.05,12.48,0.1,0.29,19.4,0.47,0.39
75075,221,37.64,8.2,,,0.4,0.05,13.45,0.05,0.28,18.78,0.45,0.57
75055,179,41.27,9.75,,,0.44,0.09,10.17,0.07,0.29,18.24,0.53,0.27
70035,179,37.84,8.85,,,0.35,0.06,12.97,0.05,0.28,18.46,0.41,0.61
70215,179,37.19,8.67,,,0.32,0.04,13.14,0.09,0.28,19.62,0.36,0.42
70215,97,38.31,8.64,,,,,12.84,,,20.19,0,
70215,97,,,,,,,12.18,,,19.64,0,
70215,97,38.13,8.77,,,,,12.56,,,20.36,0,
71569,97,39.38,8.52,,,,,12.26,,,19.16,0,
71569,97,,,,,,,11.68,,,18.52,0,
71569,97,39.08,8.64,,,,,12.36,,,19.48,0,
72155,97,39.16,8.58,,,,,12.28,,,19.8,0,
72155,97,,,,,,,12.18,,,19.03,0,
72155,97,38.54,8.51,,,,,12.23,,,19.69,0,
75035,97,41.09,9.17,,,,,9.71,,,19.03,0,
75035,97,,,,,,,9.67,,,19.2,0,
75035,97,41.28,9.32,,,,,10.43,,,19.24,0,
79155,97,36.81,8.43,,,,,11.81,,,19.16,0,
79155,97,,,,,,,14.41,,,20.83,0,
79155,97,39.93,9.19,,,,,11.79,,,19.01,0,
70009,224,48.4,12.7,,,0.16,0.03,0.73,,0.34,18,0.19,0.27
70007,233,50.7,10.8,,,0.1,,0.56,,0.3,16.4,0.1,0.47
70007,233,50.5,11.8,,,0.11,0.02,0.36,,0.32,16.2,0.13,0.35
70004,233,48.4,12.7,,,0.16,0.03,0.73,,0.34,18,0.19,0.27
78568,233,48.1,15.1,,,0.23,0.06,1,0.03,0.26,14.4,0.29,0.32
72235,233,45.2,13.8,,,0.19,0.1,0.53,0.03,0.2,15.1,0.29,15.1
72235,233,45.5,15.3,,,0.17,0.11,0.26,0.03,0.23,13.1,0.28,13.1
72235,233,46.7,11.8,,,0.2,0.26,0.38,0.02,0.28,15.5,0.46,15.5
72235,233,46.5,10.9,,,0.15,0.1,0.7,,0.28,17.4,0.25,17.4
71509,245,,7.3,,,0.314,0.054,13.7,,,20.6,0.368,0.647
71175,245,,9.1,,,0.387,0.059,12.7,,,20.5,0.446,0.506
75088,245,,10.4,,,0.379,0.06,11.9,,,20.4,0.439,0.31
71136,245,,10.9,,,0.374,0.05,11.1,,,19.3,0.424,0.296
75089,245,,8.7,,,0.394,0.065,13.2,,,20.6,0.459,0.531
78595,245,,9,,,0.387,0.063,12.8,,,19.9,0.45,0.443
75115,245,,8.9,,,0.386,0.069,12.6,,,20.9,0.455,0.444
78505,245,,10.6,,,0.458,0.07,12,,,18.6,0.528,0.436
74245,245,,8.7,,,0.355,0.085,11.9,,,18.4,0.44,0.523
70255,245,,9.1,,,0.387,0.077,11.3,,,20.3,0.464,0.376
70185,245,,10.2,,,0.433,0.093,9.6,,,18.9,0.526,0.353
75015,245,,9.9,,,0.47,0.104,8.7,,,21.2,0.574,0.162
70215,246,38.71,7.9,,,0.31,0.01,12.59,,0.27,17.96,0.32,0.48
71055,246,37.17,8.52,,,0.4,0.04,13.56,,0.29,20.13,0.44,0.45
74255,246,38.71,9.02,,,0.39,0.05,12.58,,0.23,17.56,0.44,0.63
75055,246,41.51,10.28,,,0.58,0.07,10.48,,0.25,17.86,0.65,0.39
70017,264,38.52,9.07,11.94,10.35,0.4,,12.34,,0.23,18.13,0.4044,
70215,264,38.09,8.51,11.94,10.77,1.08,,12.84,,0.26,20.7,1.0784,
70215,264,37.02,8.69,9.12,10.63,0.43,,12.68,,0.25,19.16,0.43136,
71055,264,37.45,8.32,10.45,9.51,0.44,,11.34,,0.26,19.42,0.44484,
74275,264,38.31,8.51,10.45,10.35,0.38,,12.34,,0.25,18.26,0.37744,
74275,264,39.59,9.07,10.11,10.07,0.39,,12.01,,0.25,18.13,0.39092,
75035,264,40.87,8.69,7.46,12.87,0.44,,15.35,,0.25,18.39,0.44484,
70017,174,38.8,9.73,4.41,10.04,0.43,0.036,12.44,0.048,0.232,17.6,0.466,0.45
70017,265,38.8,8.54,10.16,10.56,0.33,0.07,12.84,0.04,0.24,18.12,0.4,0.49
70017,265,38.68,7.4,10.45,10.05,0.34,0.07,13.75,0.04,0.25,18.77,0.41,0.49
70215,265,37.62,8.79,9.34,10.82,0.31,0.08,13.2,0.07,0.27,19.22,0.39,0.41
71055,265,38.14,8.62,9.04,10.77,0.31,0.06,13.41,0.08,0.26,19.2,0.37,0.41
75075,265,38.51,8.29,9.68,10.17,0.37,0.11,13.33,0.12,0.25,18.85,0.48,0.55
70135,58,37.68,7.53,10,9.8,0.4,0.051,13.83,0.077,0.26,19.74,0.451,0.636
75035,58,42.31,10.3,6.28,12.15,0.53,0.061,8.95,0.084,0.262,18.57,0.591,0.207
72275,291,50.1,14.1,8.5,7.8,0.38,0.37,0.83,0.29,0.21,11.5,0.75,0.36
72275,291,49.4,18.1,4.2,12.6,0.56,0.32,0.92,0.53,0.17,8.5,0.88,0.36
70007,65,,7.2,21,6.3,0.218,0.023,0.8,,0.253,22.5,0.241,0.755
70005,65,,16.3,8,12.9,0.384,0.073,2.1,,0.201,14.2,0.457,0.272
73255,316,43.6,14.2,11,11.5,0.23,,2.1,,0.26,16.6,0.23,0.51
73255,316,46.1,13.8,9.5,11,0.26,,1.54,,0.26,17.1,0.26,0.46
73255,316,52.9,14.2,10.1,10,0.18,,0.34,,0.23,15.4,0.18,0.72
71559,323,,10.3,6.3,12.2,0.48,0.068,8.3,,0.226,17.8,0.548,0.228
78598,323,,10,5.2,11.5,44,0.075,8.9,,0.246,18.5,44.075,0.2
71567,323,,9.3,7.5,10.3,0.4,0.065,11.4,,0.23,18,0.465,0.38
78569,323,,8.7,7.8,10.6,0.4,0.075,12.3,,0.239,19.3,0.475,0.4
71569,323,,8.5,9.2,9.6,0.37,0.065,13.2,,0.22,17.9,0.435,0.42
71577,323,,8.8,8.3,10.4,0.44,0.07,12.8,,0.256,20.5,0.51,0.46
71578,323,,8.4,8.1,9.5,0.42,0.07,11.7,,0.24,18.6,0.49,0.42
77535,323,,8.6,8.7,9.8,0.36,0.066,12.1,,0.239,19.5,0.426,0.485
78578,323,,9,8.2,10,0.4,0.07,11.2,,0.23,18.6,0.47,0.42
71566,323,,9.4,8.2,11,0.44,0.046,11.5,,0.232,18.4,0.486,0.39
77516,323,,7.8,9.4,9.4,0.33,0.04,13.7,,0.245,20.2,0.37,0.48
71587,323,,8.7,7.6,10.3,0.39,0.05,12.7,,0.24,19.2,0.44,0.405
71588,323,,8.4,8,10.1,0.35,0.04,12,,0.244,19.9,0.39,0.419
78597,323,,9,7.1,10.7,0.42,0.06,11.8,,0.24,18,0.48,0.348
71596,323,,9.2,7.8,10.3,0.38,0.044,11,,0.246,18.8,0.424,0.4
78586,323,,8.7,7.4,10.3,0.41,0.055,12.5,,0.246,19.4,0.465,0.37
73219,323,,10,7,11.2,0.33,0.04,12.4,,0.244,19.3,0.37,0.36
78575,323,,9,7.5,11,0.36,0.04,11.8,,0.216,17,0.4,0.46
